ticket_id,customer_id,created_date,ticket_category,priority,support_channel,escalated,resolved,resolution_time,csat_score,within_30d_of_cancellation
414,104,2026-05-06,Account,Urgent,Email,False,True,5.1,4,False
415,105,2025-03-02,Technical,High,Chat,False,False,,,False
416,105,2024-12-07,Technical,Low,Email,False,True,19.6,4,False
417,105,2026-06-01,Technical,Medium,Phone,True,True,23.3,4,False
418,106,2024-11-27,Cancellation,Medium,Email,False,False,,,False
419,106,2025-05-02,Usage,Medium,Phone,True,False,,,False
420,106,2026-05-31,Billing,Medium,Email,True,False,,,False
421,107,2026-04-06,Onboarding,Low,Email,False,False,,,False
422,107,2026-03-09,Technical,Medium,Phone,False,True,1.9,3,False
423,107,2026-03-13,Billing,High,Email,True,False,,,False
424,108,2026-02-14,Technical,Low,Self-service,False,True,1.0,2,False
425,108,2026-02-26,Usage,Medium,Email,False,True,3.2,5,False
426,108,2026-06-17,Usage,Medium,Chat,False,True,30.0,4,False
427,108,2026-01-17,Onboarding,Medium,Phone,False,False,,,False
428,108,2026-03-21,Technical,High,Phone,False,False,,,False
429,109,2025-03-02,Usage,Low,Phone,True,True,12.1,3,False
430,109,2025-12-16,Onboarding,Medium,Self-service,False,True,16.8,5,False
431,109,2025-11-13,Billing,Low,Phone,False,True,1.0,5,False
432,109,2026-01-10,Account,Medium,Phone,True,True,11.4,5,False
433,109,2025-02-16,Billing,Low,Email,True,True,35.5,4,False
434,109,2026-05-16,Billing,Medium,Self-service,False,True,4.8,5,False
435,110,2025-05-18,Technical,Medium,Phone,True,False,,,False
436,110,2025-03-20,Technical,Medium,Phone,True,False,,,False
437,110,2025-03-03,Technical,Low,Self-service,False,True,6.2,4,False
438,110,2025-05-17,Technical,Medium,Phone,False,True,9.4,5,False
439,110,2025-05-20,Cancellation,Low,Chat,True,True,8.6,4,False
440,110,2025-05-19,Technical,Urgent,Email,True,False,,,False
441,111,2025-07-06,Technical,Medium,Self-service,False,True,1.0,4,False
442,112,2026-07-12,Billing,Low,Email,False,True,6.0,5,False
443,112,2026-02-19,Technical,Medium,Email,False,True,23.0,4,False
444,112,2025-11-29,Account,High,Phone,False,False,,,False
445,112,2026-07-14,Technical,Medium,Phone,False,True,28.4,2,False
446,113,2026-04-13,Technical,Medium,Email,True,True,18.1,1,False
447,113,2025-09-20,Billing,High,Email,False,False,,,False
448,113,2026-02-12,Onboarding,High,Email,False,True,8.5,4,False
449,113,2025-11-03,Billing,High,Chat,True,False,,,False
450,113,2025-09-22,Cancellation,Low,Phone,False,True,22.4,4,False
451,113,2025-09-23,Account,Low,Chat,False,True,1.0,5,False
452,114,2025-08-28,Usage,Medium,Email,False,False,,,False
453,114,2025-07-20,Technical,Low,Email,False,True,12.3,5,False
454,114,2025-10-03,Account,Medium,Phone,False,True,7.3,5,False
455,114,2025-08-11,Billing,Low,Email,False,True,1.0,4,False
456,115,2025-12-13,Account,Medium,Email,False,True,7.5,1,False
457,115,2026-01-22,Billing,Medium,Phone,False,True,29.5,3,True
458,116,2024-08-08,Usage,Medium,Email,False,True,12.0,5,False
459,116,2024-09-18,Usage,Medium,Email,False,True,6.3,4,True
460,116,2024-08-17,Account,Low,Email,False,True,12.8,4,False
461,116,2024-08-30,Usage,High,Email,True,True,22.5,2,True
462,117,2025-10-30,Usage,Medium,Phone,False,False,,,False
463,117,2026-02-16,Technical,High,Phone,False,True,15.2,1,False
464,118,2026-02-11,Technical,Medium,Email,False,True,10.4,4,False
465,118,2026-03-14,Account,High,Phone,True,True,1.4,5,False
466,118,2026-01-19,Usage,Medium,Phone,False,True,1.0,5,False
467,118,2026-02-02,Technical,High,Chat,True,True,8.8,4,False
468,118,2026-02-07,Cancellation,Urgent,Phone,False,True,13.1,5,False
469,118,2026-01-05,Usage,Medium,Phone,False,False,,,False
470,118,2026-01-07,Technical,Medium,Phone,True,True,13.1,4,False
471,119,2025-10-08,Onboarding,Low,Phone,False,True,30.0,5,False
472,119,2025-10-25,Technical,Medium,Phone,False,True,23.9,5,False
473,119,2025-07-03,Technical,Medium,Phone,False,True,30.5,5,False
474,119,2025-05-16,Billing,Medium,Chat,False,True,30.7,5,False
475,119,2025-05-16,Account,High,Email,False,True,24.4,3,False
476,119,2025-10-27,Billing,Urgent,Phone,False,True,3.5,3,False
477,119,2025-03-14,Account,Low,Phone,False,True,17.5,3,False
478,120,2026-07-08,Usage,Medium,Email,True,False,,,False
479,120,2026-07-27,Technical,Medium,Email,False,True,9.9,5,False
480,120,2026-07-08,Onboarding,Low,Email,False,True,15.8,4,False
