ticket_id,customer_id,created_date,ticket_category,priority,support_channel,escalated,resolved,resolution_time,csat_score,within_30d_of_cancellation,resolution_speed,high_priority,is_escalated,csat_category,resolution_status
276,71,2024-12-30,Onboarding,High,Email,False,True,1.0,5.0,False,Fast,True,False,Excellent,Resolved
277,71,2025-04-11,Cancellation,Low,Chat,False,False,,,False,,False,False,,Open
278,71,2025-07-28,Technical,High,Phone,False,True,15.6,4.0,False,Fast,True,False,Good,Resolved
279,71,2024-12-29,Billing,Urgent,Chat,False,True,2.4,2.0,False,Fast,False,False,Poor,Resolved
280,71,2025-03-05,Onboarding,Medium,Email,False,True,5.8,3.0,False,Fast,False,False,Average,Resolved
281,71,2025-01-20,Account,High,Email,False,True,7.4,2.0,False,Fast,True,False,Poor,Resolved
282,72,2026-05-31,Technical,Urgent,Email,True,True,2.5,4.0,False,Fast,False,True,Good,Resolved
283,72,2026-03-21,Billing,Medium,Self-Service,False,True,13.0,4.0,False,Fast,False,False,Good,Resolved
284,72,2026-01-23,Onboarding,Low,Phone,False,True,7.0,3.0,False,Fast,False,False,Average,Resolved
285,72,2025-11-17,Technical,Low,Email,False,False,,,False,,False,False,,Open
286,73,2026-04-18,Usage,Medium,Email,False,True,1.0,4.0,False,Fast,False,False,Good,Resolved
287,73,2025-10-06,Onboarding,Low,Email,False,True,8.3,3.0,False,Fast,False,False,Average,Resolved
288,73,2025-01-07,Billing,Medium,Email,False,True,1.0,5.0,False,Fast,False,False,Excellent,Resolved
289,74,2026-04-25,Usage,Medium,Email,True,True,21.3,4.0,False,Fast,False,True,Good,Resolved
290,74,2026-04-11,Account,Low,Email,False,True,8.2,5.0,False,Fast,False,False,Excellent,Resolved
291,74,2026-04-13,Billing,Low,Phone,False,True,9.9,4.0,False,Fast,False,False,Good,Resolved
292,74,2026-07-10,Onboarding,Medium,Email,False,True,19.1,5.0,False,Fast,False,False,Excellent,Resolved
293,75,2025-03-20,Technical,Medium,Chat,False,True,1.0,4.0,False,Fast,False,False,Good,Resolved
294,75,2025-04-10,Usage,Medium,Phone,True,True,7.5,4.0,False,Fast,False,True,Good,Resolved
295,75,2025-04-05,Billing,High,Email,False,True,20.9,3.0,False,Fast,True,False,Average,Resolved
296,75,2025-02-08,Technical,Medium,Email,False,True,14.8,5.0,False,Fast,False,False,Excellent,Resolved
297,75,2025-03-11,Billing,Urgent,Email,False,True,2.1,2.0,False,Fast,False,False,Poor,Resolved
298,76,2025-09-12,Onboarding,High,Email,False,True,1.0,5.0,False,Fast,True,False,Excellent,Resolved
299,76,2025-07-01,Technical,High,Chat,False,True,22.6,5.0,False,Fast,True,False,Excellent,Resolved
300,76,2024-09-14,Onboarding,Medium,Email,False,True,4.0,4.0,False,Fast,False,False,Good,Resolved
301,76,2025-05-04,Account,Medium,Email,False,True,8.2,3.0,False,Fast,False,False,Average,Resolved
302,76,2026-02-13,Technical,Medium,Chat,False,True,1.0,3.0,False,Fast,False,False,Average,Resolved
303,76,2024-12-04,Technical,High,Chat,True,True,21.2,4.0,False,Fast,True,True,Good,Resolved
304,76,2024-12-10,Usage,High,Email,False,True,27.6,5.0,False,Normal,True,False,Excellent,Resolved
305,76,2024-06-14,Technical,Low,Email,False,True,1.1,5.0,False,Fast,False,False,Excellent,Resolved
306,76,2024-05-27,Cancellation,High,Phone,False,True,1.0,4.0,False,Fast,True,False,Good,Resolved
307,76,2025-02-23,Account,Medium,Email,False,True,1.2,4.0,False,Fast,False,False,Good,Resolved
308,77,2025-01-05,Billing,Low,Email,False,True,22.5,3.0,False,Fast,False,False,Average,Resolved
309,77,2026-04-06,Onboarding,Medium,Email,True,True,15.5,2.0,False,Fast,False,True,Poor,Resolved
310,77,2025-02-10,Technical,Medium,Email,False,True,12.0,4.0,False,Fast,False,False,Good,Resolved
311,77,2025-07-22,Usage,Medium,Email,False,True,6.1,5.0,False,Fast,False,False,Excellent,Resolved
312,77,2025-04-11,Cancellation,Urgent,Chat,False,True,16.6,4.0,False,Fast,False,False,Good,Resolved
313,78,2025-08-23,Technical,High,Phone,False,True,10.3,5.0,False,Fast,True,False,Excellent,Resolved
314,78,2025-07-03,Billing,Low,Email,True,True,10.6,5.0,False,Fast,False,True,Excellent,Resolved
315,78,2026-06-11,Technical,Medium,Chat,True,True,22.6,5.0,False,Fast,False,True,Excellent,Resolved
316,78,2025-10-25,Billing,Low,Email,False,True,2.0,5.0,False,Fast,False,False,Excellent,Resolved
317,78,2025-07-27,Account,Low,Phone,True,True,12.6,4.0,False,Fast,False,True,Good,Resolved
318,78,2026-04-22,Billing,Low,Email,False,True,31.9,4.0,False,Normal,False,False,Good,Resolved
319,78,2025-06-25,Billing,Medium,Email,False,True,15.3,4.0,False,Fast,False,False,Good,Resolved
320,78,2025-11-20,Technical,Medium,Email,False,True,22.3,5.0,False,Fast,False,False,Excellent,Resolved
321,78,2025-04-20,Usage,Medium,Email,False,True,5.5,5.0,False,Fast,False,False,Excellent,Resolved
322,79,2024-09-20,Cancellation,Medium,Email,False,True,16.0,4.0,False,Fast,False,False,Good,Resolved
323,79,2025-02-12,Usage,Low,Phone,True,True,7.1,4.0,False,Fast,False,True,Good,Resolved
324,80,2025-11-24,Account,Medium,Email,False,False,,,False,,False,False,,Open
325,80,2025-06-17,Onboarding,High,Chat,False,True,24.7,4.0,False,Normal,True,False,Good,Resolved
326,81,2026-04-12,Billing,Medium,Email,False,True,14.1,5.0,False,Fast,False,False,Excellent,Resolved
327,81,2025-10-06,Account,Low,Email,False,True,8.1,3.0,False,Fast,False,False,Average,Resolved
328,81,2025-12-20,Usage,Medium,Email,False,False,,,False,,False,False,,Open
329,81,2024-11-19,Onboarding,Low,Phone,True,True,7.9,4.0,False,Fast,False,True,Good,Resolved
330,81,2025-11-28,Technical,Low,Phone,False,True,18.1,5.0,False,Fast,False,False,Excellent,Resolved
331,82,2026-01-13,Billing,Low,Email,False,True,17.2,3.0,False,Fast,False,False,Average,Resolved
332,82,2025-08-31,Account,Medium,Email,False,True,9.4,4.0,False,Fast,False,False,Good,Resolved
333,82,2025-06-13,Technical,Medium,Email,False,True,7.0,1.0,False,Fast,False,False,Poor,Resolved
334,82,2026-01-09,Billing,Urgent,Self-Service,False,False,,,False,,False,False,,Open
335,83,2026-07-26,Usage,Low,Email,False,True,20.2,2.0,False,Fast,False,False,Poor,Resolved
336,83,2026-07-25,Technical,Urgent,Email,False,False,,,False,,False,False,,Open
337,84,2026-01-02,Onboarding,Medium,Chat,False,False,,,False,,False,False,,Open
338,84,2025-11-20,Usage,Urgent,Phone,False,True,11.5,4.0,False,Fast,False,False,Good,Resolved
339,84,2026-04-02,Onboarding,Low,Email,False,True,1.0,2.0,False,Fast,False,False,Poor,Resolved
340,84,2025-10-08,Account,Medium,Phone,False,True,30.8,4.0,False,Normal,False,False,Good,Resolved
341,84,2026-05-05,Account,Low,Email,False,True,6.6,4.0,False,Fast,False,False,Good,Resolved
342,85,2025-11-03,Technical,Medium,Phone,False,True,19.2,4.0,False,Fast,False,False,Good,Resolved
343,85,2026-07-02,Technical,Medium,Email,False,False,,,False,,False,False,,Open
344,85,2025-03-27,Usage,Medium,Email,False,True,14.3,4.0,False,Fast,False,False,Good,Resolved
345,85,2025-02-15,Billing,High,Chat,False,True,4.4,4.0,False,Fast,True,False,Good,Resolved
346,86,2026-06-02,Technical,High,Email,False,True,5.1,5.0,False,Fast,True,False,Excellent,Resolved
347,86,2026-07-23,Onboarding,Low,Chat,False,True,13.4,4.0,False,Fast,False,False,Good,Resolved
348,86,2025-10-24,Usage,Medium,Chat,False,True,3.4,4.0,False,Fast,False,False,Good,Resolved
349,86,2026-06-27,Account,Medium,Chat,False,True,1.0,5.0,False,Fast,False,False,Excellent,Resolved
350,86,2026-01-12,Onboarding,Low,Chat,True,True,8.1,4.0,False,Fast,False,True,Good,Resolved
351,86,2025-12-21,Technical,High,Phone,False,True,1.0,5.0,False,Fast,True,False,Excellent,Resolved
352,87,2024-08-21,Technical,Urgent,Email,False,True,2.1,3.0,False,Fast,False,False,Average,Resolved
353,87,2025-03-04,Technical,Low,Chat,False,True,8.3,5.0,False,Fast,False,False,Excellent,Resolved
354,87,2025-03-03,Technical,High,Chat,True,True,24.4,1.0,False,Normal,True,True,Poor,Resolved
355,87,2024-09-04,Billing,Medium,Chat,False,True,25.8,5.0,False,Normal,False,False,Excellent,Resolved
356,87,2026-03-17,Usage,Urgent,Phone,False,True,7.7,2.0,False,Fast,False,False,Poor,Resolved
357,87,2025-03-10,Billing,Medium,Email,False,True,20.8,5.0,False,Fast,False,False,Excellent,Resolved
358,87,2025-12-06,Account,Low,Chat,False,True,8.1,5.0,False,Fast,False,False,Excellent,Resolved
359,88,2026-06-08,Account,Low,Email,False,True,18.9,4.0,False,Fast,False,False,Good,Resolved
360,88,2026-04-10,Onboarding,Medium,Chat,False,True,4.3,5.0,False,Fast,False,False,Excellent,Resolved
361,88,2026-01-17,Account,High,Email,False,True,1.0,5.0,False,Fast,True,False,Excellent,Resolved
362,88,2025-12-23,Usage,Medium,Self-Service,False,True,21.6,3.0,False,Fast,False,False,Average,Resolved
363,88,2026-04-21,Billing,Low,Email,False,True,15.4,4.0,False,Fast,False,False,Good,Resolved
364,89,2025-12-25,Technical,Low,Email,False,True,12.9,4.0,False,Fast,False,False,Good,Resolved
365,89,2024-07-15,Usage,Low,Email,False,True,22.9,4.0,False,Fast,False,False,Good,Resolved
366,89,2024-10-31,Account,Urgent,Email,False,True,7.3,1.0,False,Fast,False,False,Poor,Resolved
367,89,2024-12-05,Technical,Low,Chat,True,True,18.8,5.0,False,Fast,False,True,Excellent,Resolved
368,89,2025-03-28,Account,High,Email,False,True,2.8,5.0,False,Fast,True,False,Excellent,Resolved
369,90,2026-01-11,Account,Medium,Email,True,True,19.7,5.0,False,Fast,False,True,Excellent,Resolved
370,91,2026-06-30,Billing,Medium,Chat,False,True,21.6,5.0,True,Fast,False,False,Excellent,Resolved
371,92,2026-01-19,Technical,Urgent,Email,False,False,,,False,,False,False,,Open
372,92,2024-08-22,Technical,High,Phone,False,False,,,False,,True,False,,Open
373,93,2026-03-30,Technical,Low,Email,False,True,17.7,2.0,False,Fast,False,False,Poor,Resolved
374,93,2025-11-25,Cancellation,Medium,Chat,False,True,24.3,4.0,False,Normal,False,False,Good,Resolved
375,93,2025-06-14,Technical,Medium,Phone,False,True,13.3,2.0,False,Fast,False,False,Poor,Resolved
376,93,2026-06-09,Billing,Urgent,Email,False,False,,,False,,False,False,,Open
377,94,2025-04-12,Onboarding,High,Chat,False,True,12.5,4.0,False,Fast,True,False,Good,Resolved
378,94,2026-05-04,Technical,High,Email,False,True,14.4,3.0,False,Fast,True,False,Average,Resolved
379,94,2025-07-06,Onboarding,High,Email,False,True,9.8,4.0,False,Fast,True,False,Good,Resolved
380,94,2026-03-23,Technical,Low,Phone,False,False,,,False,,False,False,,Open
381,94,2025-09-13,Billing,Urgent,Email,True,True,4.6,5.0,False,Fast,False,True,Excellent,Resolved
382,95,2024-08-11,Account,Medium,Chat,False,False,,,False,,False,False,,Open
383,95,2025-11-02,Technical,Medium,Email,False,True,15.0,5.0,False,Fast,False,False,Excellent,Resolved
384,95,2024-09-20,Cancellation,Medium,Phone,False,True,1.2,5.0,False,Fast,False,False,Excellent,Resolved
385,95,2024-03-27,Usage,Medium,Chat,False,True,6.8,2.0,False,Fast,False,False,Poor,Resolved
386,96,2026-01-17,Onboarding,Low,Email,False,True,16.9,2.0,False,Fast,False,False,Poor,Resolved
387,96,2025-10-26,Technical,Medium,Email,False,False,,,False,,False,False,,Open
388,97,2025-12-23,Account,Low,Email,False,True,27.5,3.0,False,Normal,False,False,Average,Resolved
389,97,2025-12-30,Billing,Medium,Email,True,False,,,False,,False,True,,Open
390,97,2025-11-06,Billing,High,Chat,False,True,36.1,3.0,False,Normal,True,False,Average,Resolved
391,98,2025-08-11,Technical,Medium,Chat,False,True,17.1,5.0,False,Fast,False,False,Excellent,Resolved
392,98,2024-12-27,Usage,High,Email,False,False,,,False,,True,False,,Open
393,98,2025-08-04,Technical,Low,Phone,False,True,16.5,4.0,False,Fast,False,False,Good,Resolved
394,98,2025-01-21,Onboarding,High,Self-Service,False,True,10.8,3.0,False,Fast,True,False,Average,Resolved
395,98,2026-02-13,Usage,Medium,Phone,False,True,28.6,4.0,False,Normal,False,False,Good,Resolved
396,98,2026-07-14,Onboarding,Medium,Email,True,True,11.7,4.0,False,Fast,False,True,Good,Resolved
397,99,2025-06-17,Onboarding,Medium,Email,False,True,11.0,2.0,False,Fast,False,False,Poor,Resolved
398,99,2024-11-13,Technical,Medium,Email,False,True,1.0,5.0,False,Fast,False,False,Excellent,Resolved
399,99,2026-04-21,Billing,High,Phone,False,True,15.9,5.0,False,Fast,True,False,Excellent,Resolved
400,99,2025-04-10,Technical,Low,Chat,False,True,17.1,5.0,False,Fast,False,False,Excellent,Resolved
401,99,2026-04-05,Account,Urgent,Email,False,False,,,False,,False,False,,Open
402,99,2024-12-29,Billing,High,Email,False,True,20.4,4.0,False,Fast,True,False,Good,Resolved
403,99,2025-08-14,Account,High,Email,False,False,,,False,,True,False,,Open
404,100,2026-03-12,Billing,Medium,Chat,False,True,5.1,5.0,False,Fast,False,False,Excellent,Resolved
405,100,2026-01-28,Technical,High,Chat,False,True,7.8,5.0,False,Fast,True,False,Excellent,Resolved
406,101,2024-10-23,Onboarding,Urgent,Chat,False,True,11.7,4.0,False,Fast,False,False,Good,Resolved
407,102,2026-05-16,Billing,Medium,Email,False,True,6.5,4.0,False,Fast,False,False,Good,Resolved
408,103,2025-04-24,Onboarding,Low,Email,True,True,2.2,1.0,False,Fast,False,True,Poor,Resolved
409,103,2025-06-08,Billing,Low,Email,False,True,14.0,3.0,False,Fast,False,False,Average,Resolved
410,103,2025-02-11,Usage,Medium,Email,False,True,24.1,5.0,False,Normal,False,False,Excellent,Resolved
411,103,2025-06-08,Cancellation,High,Phone,False,False,,,False,,True,False,,Open
412,103,2026-02-21,Onboarding,Medium,Email,False,True,1.0,5.0,False,Fast,False,False,Excellent,Resolved
413,104,2026-07-05,Onboarding,Low,Email,True,True,1.4,4.0,True,Fast,False,True,Good,Resolved
414,104,2026-05-06,Account,Urgent,Email,False,True,5.1,4.0,False,Fast,False,False,Good,Resolved
415,105,2025-03-02,Technical,High,Chat,False,False,,,False,,True,False,,Open
416,105,2024-12-07,Technical,Low,Email,False,True,19.6,4.0,False,Fast,False,False,Good,Resolved
417,105,2026-06-01,Technical,Medium,Phone,True,True,23.3,4.0,False,Fast,False,True,Good,Resolved
418,106,2024-11-27,Cancellation,Medium,Email,False,False,,,False,,False,False,,Open
419,106,2025-05-02,Usage,Medium,Phone,True,False,,,False,,False,True,,Open
420,106,2026-05-31,Billing,Medium,Email,True,False,,,False,,False,True,,Open
421,107,2026-04-06,Onboarding,Low,Email,False,False,,,False,,False,False,,Open
422,107,2026-03-09,Technical,Medium,Phone,False,True,1.9,3.0,False,Fast,False,False,Average,Resolved
423,107,2026-03-13,Billing,High,Email,True,False,,,False,,True,True,,Open
424,108,2026-02-14,Technical,Low,Self-Service,False,True,1.0,2.0,False,Fast,False,False,Poor,Resolved
425,108,2026-02-26,Usage,Medium,Email,False,True,3.2,5.0,False,Fast,False,False,Excellent,Resolved
426,108,2026-06-17,Usage,Medium,Chat,False,True,30.0,4.0,False,Normal,False,False,Good,Resolved
427,108,2026-01-17,Onboarding,Medium,Phone,False,False,,,False,,False,False,,Open
428,108,2026-03-21,Technical,High,Phone,False,False,,,False,,True,False,,Open
429,109,2025-03-02,Usage,Low,Phone,True,True,12.1,3.0,False,Fast,False,True,Average,Resolved
430,109,2025-12-16,Onboarding,Medium,Self-Service,False,True,16.8,5.0,False,Fast,False,False,Excellent,Resolved
431,109,2025-11-13,Billing,Low,Phone,False,True,1.0,5.0,False,Fast,False,False,Excellent,Resolved
432,109,2026-01-10,Account,Medium,Phone,True,True,11.4,5.0,False,Fast,False,True,Excellent,Resolved
433,109,2025-02-16,Billing,Low,Email,True,True,35.5,4.0,False,Normal,False,True,Good,Resolved
434,109,2026-05-16,Billing,Medium,Self-Service,False,True,4.8,5.0,False,Fast,False,False,Excellent,Resolved
435,110,2025-05-18,Technical,Medium,Phone,True,False,,,False,,False,True,,Open
436,110,2025-03-20,Technical,Medium,Phone,True,False,,,False,,False,True,,Open
437,110,2025-03-03,Technical,Low,Self-Service,False,True,6.2,4.0,False,Fast,False,False,Good,Resolved
438,110,2025-05-17,Technical,Medium,Phone,False,True,9.4,5.0,False,Fast,False,False,Excellent,Resolved
439,110,2025-05-20,Cancellation,Low,Chat,True,True,8.6,4.0,False,Fast,False,True,Good,Resolved
440,110,2025-05-19,Technical,Urgent,Email,True,False,,,False,,False,True,,Open
441,111,2025-07-06,Technical,Medium,Self-Service,False,True,1.0,4.0,False,Fast,False,False,Good,Resolved
442,112,2026-07-12,Billing,Low,Email,False,True,6.0,5.0,False,Fast,False,False,Excellent,Resolved
443,112,2026-02-19,Technical,Medium,Email,False,True,23.0,4.0,False,Fast,False,False,Good,Resolved
444,112,2025-11-29,Account,High,Phone,False,False,,,False,,True,False,,Open
445,112,2026-07-14,Technical,Medium,Phone,False,True,28.4,2.0,False,Normal,False,False,Poor,Resolved
446,113,2026-04-13,Technical,Medium,Email,True,True,18.1,1.0,False,Fast,False,True,Poor,Resolved
447,113,2025-09-20,Billing,High,Email,False,False,,,False,,True,False,,Open
448,113,2026-02-12,Onboarding,High,Email,False,True,8.5,4.0,False,Fast,True,False,Good,Resolved
449,113,2025-11-03,Billing,High,Chat,True,False,,,False,,True,True,,Open
450,113,2025-09-22,Cancellation,Low,Phone,False,True,22.4,4.0,False,Fast,False,False,Good,Resolved
451,113,2025-09-23,Account,Low,Chat,False,True,1.0,5.0,False,Fast,False,False,Excellent,Resolved
452,114,2025-08-28,Usage,Medium,Email,False,False,,,False,,False,False,,Open
453,114,2025-07-20,Technical,Low,Email,False,True,12.3,5.0,False,Fast,False,False,Excellent,Resolved
454,114,2025-10-03,Account,Medium,Phone,False,True,7.3,5.0,False,Fast,False,False,Excellent,Resolved
455,114,2025-08-11,Billing,Low,Email,False,True,1.0,4.0,False,Fast,False,False,Good,Resolved
456,115,2025-12-13,Account,Medium,Email,False,True,7.5,1.0,False,Fast,False,False,Poor,Resolved
457,115,2026-01-22,Billing,Medium,Phone,False,True,29.5,3.0,True,Normal,False,False,Average,Resolved
458,116,2024-08-08,Usage,Medium,Email,False,True,12.0,5.0,False,Fast,False,False,Excellent,Resolved
459,116,2024-09-18,Usage,Medium,Email,False,True,6.3,4.0,True,Fast,False,False,Good,Resolved
460,116,2024-08-17,Account,Low,Email,False,True,12.8,4.0,False,Fast,False,False,Good,Resolved
461,116,2024-08-30,Usage,High,Email,True,True,22.5,2.0,True,Fast,True,True,Poor,Resolved
462,117,2025-10-30,Usage,Medium,Phone,False,False,,,False,,False,False,,Open
463,117,2026-02-16,Technical,High,Phone,False,True,15.2,1.0,False,Fast,True,False,Poor,Resolved
464,118,2026-02-11,Technical,Medium,Email,False,True,10.4,4.0,False,Fast,False,False,Good,Resolved
465,118,2026-03-14,Account,High,Phone,True,True,1.4,5.0,False,Fast,True,True,Excellent,Resolved
466,118,2026-01-19,Usage,Medium,Phone,False,True,1.0,5.0,False,Fast,False,False,Excellent,Resolved
467,118,2026-02-02,Technical,High,Chat,True,True,8.8,4.0,False,Fast,True,True,Good,Resolved
468,118,2026-02-07,Cancellation,Urgent,Phone,False,True,13.1,5.0,False,Fast,False,False,Excellent,Resolved
469,118,2026-01-05,Usage,Medium,Phone,False,False,,,False,,False,False,,Open
470,118,2026-01-07,Technical,Medium,Phone,True,True,13.1,4.0,False,Fast,False,True,Good,Resolved
471,119,2025-10-08,Onboarding,Low,Phone,False,True,30.0,5.0,False,Normal,False,False,Excellent,Resolved
472,119,2025-10-25,Technical,Medium,Phone,False,True,23.9,5.0,False,Fast,False,False,Excellent,Resolved
473,119,2025-07-03,Technical,Medium,Phone,False,True,30.5,5.0,False,Normal,False,False,Excellent,Resolved
474,119,2025-05-16,Billing,Medium,Chat,False,True,30.7,5.0,False,Normal,False,False,Excellent,Resolved
475,119,2025-05-16,Account,High,Email,False,True,24.4,3.0,False,Normal,True,False,Average,Resolved
476,119,2025-10-27,Billing,Urgent,Phone,False,True,3.5,3.0,False,Fast,False,False,Average,Resolved
477,119,2025-03-14,Account,Low,Phone,False,True,17.5,3.0,False,Fast,False,False,Average,Resolved
478,120,2026-07-08,Usage,Medium,Email,True,False,,,False,,False,True,,Open
479,120,2026-07-27,Technical,Medium,Email,False,True,9.9,5.0,False,Fast,False,False,Excellent,Resolved
480,120,2026-07-08,Onboarding,Low,Email,False,True,15.8,4.0,False,Fast,False,False,Good,Resolved
